id,State,application_type,emp_length,emp_title,grade,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,Issue_Year,Month,Month Name,Quarter,Annual_Income_Band,Interest_Rate_Band,DTI_Band,Empt_Lgth_Experience_Group
576177,Washington,INDIVIDUAL,10+ years,Us Army,D,RENT,"Saturday, October 9, 2021","Monday, September 13, 2021","Monday, September 13, 2021",Fully Paid,"Wednesday, October 13, 2021",741009,Debt consolidation,D4, 36 months,Verified,61392,0.1443,245.93,0.1595,7000,11,8853,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
601453,Colorado,INDIVIDUAL,3 years,Gavekal Capital,A,RENT,"Sunday, October 10, 2021","Sunday, November 14, 2021","Sunday, November 14, 2021",Fully Paid,"Tuesday, December 14, 2021",771786,Debt consolidation,A5, 60 months,Not Verified,72000,0.1065,98.8,0.0691,5000,11,5827,2021,10,October,4,Upper Middle Income,Low Interest,Moderate DTI,Early Career
538336,Maryland,INDIVIDUAL,6 years,Anne Arundel Medical Center,B,RENT,"Thursday, October 7, 2021","Sunday, August 15, 2021","Thursday, July 15, 2021",Fully Paid,"Sunday, August 15, 2021",695272,Debt consolidation,B5, 60 months,Not Verified,60000,0.174,310.44,0.1186,14000,16,18626,2021,10,October,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
537538,New Jersey,INDIVIDUAL,6 years,The Lightstone Group,B,RENT,"Wednesday, October 6, 2021","Wednesday, July 14, 2021","Tuesday, September 14, 2021",Fully Paid,"Thursday, October 14, 2021",694350,Debt consolidation,B5, 60 months,Not Verified,81080,0.1535,310.44,0.1186,14000,32,18464,2021,10,October,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
552060,Washington,INDIVIDUAL,10+ years,Foster Farms,C,RENT,"Thursday, October 7, 2021","Friday, April 16, 2021","Sunday, August 15, 2021",Fully Paid,"Wednesday, September 15, 2021",711399,Debt consolidation,C2, 60 months,Not Verified,85000,0.1036,138.4,0.1361,6000,29,8304,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
519200,Minnesota,INDIVIDUAL,2 years,Park Nicollet Health Systems,F,RENT,"Wednesday, October 6, 2021","Tuesday, June 15, 2021","Tuesday, June 15, 2021",Fully Paid,"Thursday, July 15, 2021",671226,Debt consolidation,F2, 60 months,Not Verified,77064,0.144,248.58,0.1867,15000,22,14915,2021,10,October,4,Upper Middle Income,Very High Interest,Moderate DTI,Early Career
554912,Arizona,INDIVIDUAL,4 years,Arizona State University,B,RENT,"Friday, October 8, 2021","Wednesday, October 13, 2021","Wednesday, October 13, 2021",Fully Paid,"Saturday, November 13, 2021",714718,Debt consolidation,B5, 60 months,Source Verified,60000,0.1434,376.96,0.1186,17000,17,21746,2021,10,October,4,Upper Middle Income,Moderate Interest,Moderate DTI,Mid Career
582530,Wisconsin,INDIVIDUAL,5 years,Menard Inc,B,RENT,"Saturday, October 9, 2021","Wednesday, September 15, 2021","Friday, October 15, 2021",Fully Paid,"Monday, November 15, 2021",748628,Debt consolidation,B3, 60 months,Source Verified,62000,0.1707,261.63,0.1112,12000,11,15698,2021,10,October,4,Upper Middle Income,Moderate Interest,Moderate DTI,Mid Career
598784,Massachusetts,INDIVIDUAL,5 years,Depuy Orthopedics/ Djd Medical,B,RENT,"Sunday, October 10, 2021","Sunday, June 13, 2021","Sunday, June 13, 2021",Fully Paid,"Tuesday, July 13, 2021",768527,Debt consolidation,B1, 60 months,Source Verified,72000,0.1818,237.54,0.0888,19000,17,13543,2021,10,October,4,Upper Middle Income,Moderate Interest,Moderate DTI,Mid Career
621337,Texas,INDIVIDUAL,3 years,General Part Incorporated,D,RENT,"Monday, October 11, 2021","Wednesday, December 15, 2021","Tuesday, July 13, 2021",Fully Paid,"Friday, August 13, 2021",796312,Debt consolidation,D3, 60 months,Source Verified,70000,0.1133,284.41,0.1483,12000,28,15712,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Early Career
623482,Minnesota,INDIVIDUAL,1 year,St Jude Medical,D,RENT,"Tuesday, October 12, 2021","Tuesday, March 16, 2021","Monday, March 15, 2021",Fully Paid,"Thursday, April 15, 2021",799049,Debt consolidation,D5, 60 months,Source Verified,92500,0.1149,289.09,0.1557,12000,32,17188,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,New Employee
524205,Massachusetts,INDIVIDUAL,6 years,Ugl- Unicco Services Company,B,RENT,"Wednesday, October 6, 2021","Friday, April 16, 2021","Tuesday, November 2, 2021",Fully Paid,"Wednesday, November 3, 2021",678270,Debt consolidation,B3, 60 months,Verified,88000,0.1264,276.89,0.1112,18000,31,13493,2021,10,October,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
619747,District of Columbia,INDIVIDUAL,9 years,Internal Revenue Service,B,RENT,"Monday, October 11, 2021","Tuesday, March 16, 2021","Friday, December 10, 2021",Fully Paid,"Saturday, December 11, 2021",794331,Debt consolidation,B3, 60 months,Verified,92341,0.1741,505.46,0.0962,24000,21,27366,2021,10,October,4,Upper Middle Income,Moderate Interest,Moderate DTI,Experienced
598095,Massachusetts,INDIVIDUAL,3 years,Provider Insurance Group,B,RENT,"Sunday, October 10, 2021","Saturday, January 16, 2021","Monday, November 15, 2021",Fully Paid,"Wednesday, December 15, 2021",767661,Debt consolidation,B5, 60 months,Verified,60000,0.1168,376.4,0.1186,20000,20,22584,2021,10,October,4,Upper Middle Income,Moderate Interest,Moderate DTI,Early Career
521401,Connecticut,INDIVIDUAL,10+ years,Whiting-Turner Contracting,C,RENT,"Wednesday, October 6, 2021","Friday, May 14, 2021","Friday, May 14, 2021",Fully Paid,"Monday, June 14, 2021",674243,Debt consolidation,C2, 60 months,Verified,85000,0.1444,346.14,0.1311,25000,40,20445,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
626883,Louisiana,INDIVIDUAL,2 years,Department Of Homeland Security,C,RENT,"Tuesday, October 12, 2021","Friday, April 16, 2021","Wednesday, December 15, 2021",Fully Paid,"Saturday, January 15, 2022",803289,Debt consolidation,C5, 60 months,Verified,84552,0.1902,194.24,0.1372,8400,28,11685,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Early Career
530765,District of Columbia,INDIVIDUAL,7 years,Defense Threat Reduction Agency,C,RENT,"Wednesday, October 6, 2021","Tuesday, June 15, 2021","Thursday, July 15, 2021",Fully Paid,"Sunday, August 15, 2021",686306,Debt consolidation,C2, 60 months,Verified,78000,0.1945,553.6,0.1361,24000,7,33216,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Experienced
611554,Illonois,INDIVIDUAL,10+ years,Caterpillar,C,RENT,"Monday, October 11, 2021","Saturday, March 13, 2021","Friday, November 12, 2021",Fully Paid,"Tuesday, November 1, 2022",758779,Debt consolidation,C1, 60 months,Verified,60000,0.1526,296.76,0.1323,20000,45,14697,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
547884,New Jersey,INDIVIDUAL,10+ years,"Triple Point Technology, Inc.",C,RENT,"Friday, October 8, 2021","Thursday, July 15, 2021","Sunday, August 15, 2021",Fully Paid,"Wednesday, September 15, 2021",706445,Debt consolidation,C2, 60 months,Verified,72000,0.1245,461.34,0.1361,20000,22,27675,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
605376,Massachusetts,INDIVIDUAL,2 years,Procter & Gamble,D,RENT,"Sunday, October 10, 2021","Friday, April 16, 2021","Monday, November 15, 2021",Fully Paid,"Wednesday, December 15, 2021",776627,Debt consolidation,D2, 60 months,Verified,94000,0.1167,282.09,0.1446,12000,15,16925,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Early Career
629091,Texas,INDIVIDUAL,2 years,Level 2 Review,D,RENT,"Tuesday, October 12, 2021","Friday, October 15, 2021","Wednesday, September 15, 2021",Fully Paid,"Friday, October 15, 2021",806031,Debt consolidation,D2, 60 months,Verified,60000,0.1384,587.69,0.1446,25000,7,35230,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Early Career
627937,New Jersey,INDIVIDUAL,< 1 year,Berlin Packaging,E,RENT,"Tuesday, October 12, 2021","Wednesday, December 15, 2021","Saturday, January 16, 2021",Fully Paid,"Tuesday, February 16, 2021",804659,Debt consolidation,E2, 60 months,Verified,65004,0.1154,244.89,0.1632,10000,15,14693,2021,10,October,4,Upper Middle Income,High Interest,Moderate DTI,Long Term Employee
632042,Texas,INDIVIDUAL,5 years,Coppell Independent School District,F,RENT,"Tuesday, October 12, 2021","Friday, October 15, 2021","Friday, October 15, 2021",Fully Paid,"Monday, November 15, 2021",809681,Debt consolidation,F3, 60 months,Verified,60142,0.1471,622.94,0.1854,24250,6,37327,2021,10,October,4,Upper Middle Income,Very High Interest,Moderate DTI,Mid Career
527789,Nevada,INDIVIDUAL,< 1 year,Banfield  The Pet Hospital,F,RENT,"Wednesday, October 6, 2021","Friday, April 16, 2021","Saturday, August 14, 2021",Fully Paid,"Tuesday, September 14, 2021",682661,Debt consolidation,F1, 60 months,Verified,84996,0.1499,460.03,0.183,18000,31,27167,2021,10,October,4,Upper Middle Income,Very High Interest,Moderate DTI,Long Term Employee
488239,Pennysylvania,INDIVIDUAL,10+ years,Metlife,A,RENT,"Saturday, October 2, 2021","Saturday, March 13, 2021","Saturday, March 13, 2021",Fully Paid,"Tuesday, April 13, 2021",622562,Debt consolidation,A5, 36 months,Verified,35000,0.2163,330.01,0.0788,10550,14,11881,2021,10,October,4,Middle Income,Low Interest,High DTI,Long Term Employee
619318,Oklahoma,INDIVIDUAL,2 years,Apple Inc.,A,RENT,"Tuesday, October 12, 2021","Thursday, July 15, 2021","Friday, December 10, 2021",Fully Paid,"Saturday, December 11, 2021",793796,Debt consolidation,A4, 36 months,Verified,30000,0.068,184.01,0.0654,6000,20,6522,2021,10,October,4,Middle Income,Low Interest,Low DTI,Early Career
604855,Pennysylvania,INDIVIDUAL,4 years,Longhorn Steakhouse,A,RENT,"Sunday, October 10, 2021","Wednesday, July 14, 2021","Saturday, November 13, 2021",Fully Paid,"Monday, December 13, 2021",775955,Debt consolidation,A3, 36 months,Verified,32000,0.2336,442.24,0.0617,14500,32,15921,2021,10,October,4,Middle Income,Low Interest,High DTI,Mid Career
509631,Virginia,INDIVIDUAL,4 years,"Charles Schwab & Co., Inc.",A,RENT,"Monday, October 4, 2021","Thursday, May 13, 2021","Thursday, May 13, 2021",Fully Paid,"Sunday, June 13, 2021",657843,Debt consolidation,A5, 36 months,Verified,46000,0.2097,156.41,0.0788,5000,13,5631,2021,10,October,4,Middle Income,Low Interest,High DTI,Mid Career
598690,Texas,INDIVIDUAL,5 years,Apple Inc.,A,RENT,"Sunday, October 10, 2021","Thursday, October 14, 2021","Sunday, June 13, 2021",Fully Paid,"Tuesday, July 13, 2021",768416,Debt consolidation,A3, 36 months,Verified,36000,0.2415,139.24,0.0714,4500,13,5003,2021,10,October,4,Middle Income,Low Interest,High DTI,Mid Career
477195,Virginia,INDIVIDUAL,6 years,Wal-Mart Associates Inc.,A,RENT,"Friday, October 1, 2021","Monday, February 15, 2021","Saturday, February 13, 2021",Fully Paid,"Saturday, March 13, 2021",605086,Debt consolidation,A5, 36 months,Verified,31776,0.213,149.33,0.0894,4700,12,5391,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Experienced
544578,Virginia,INDIVIDUAL,< 1 year,Department Of Defense Oig,A,RENT,"Thursday, October 7, 2021","Wednesday, December 8, 2021","Friday, November 5, 2021",Fully Paid,"Saturday, November 6, 2021",702482,Debt consolidation,A2, 36 months,Verified,53500,0.0834,98.46,0.0676,3200,20,3360,2021,10,October,4,Middle Income,Low Interest,Low DTI,Long Term Employee
618238,Missouri,INDIVIDUAL,< 1 year,Us Army,A,RENT,"Monday, October 11, 2021","Monday, December 13, 2021","Monday, December 13, 2021",Fully Paid,"Thursday, January 13, 2022",792541,Debt consolidation,A3, 36 months,Verified,49000,0.0468,241.71,0.0617,13000,19,8702,2021,10,October,4,Middle Income,Low Interest,Low DTI,Long Term Employee
563040,Georgia,INDIVIDUAL,4 years,Orgill,A,RENT,"Friday, October 8, 2021","Sunday, August 15, 2021","Wednesday, January 13, 2021",Fully Paid,"Saturday, February 13, 2021",724530,Debt consolidation,A5, 36 months,Verified,34000,0.2462,156.41,0.0788,5000,10,5595,2021,10,October,4,Middle Income,Low Interest,High DTI,Mid Career
473488,Oregon,INDIVIDUAL,2 years,T-Mobile,B,RENT,"Friday, October 1, 2021","Friday, December 10, 2021","Tuesday, October 12, 2021",Fully Paid,"Saturday, October 1, 2022",598418,Debt consolidation,B5, 36 months,Verified,35000,0.2129,334.67,0.1253,10000,18,11012,2021,10,October,4,Middle Income,High Interest,High DTI,Early Career
529104,District of Columbia,INDIVIDUAL,3 years,M And T Bank,B,RENT,"Thursday, October 7, 2021","Wednesday, December 1, 2021","Wednesday, December 1, 2021",Fully Paid,"Thursday, December 2, 2021",684268,Debt consolidation,B4, 36 months,Verified,50004,0.2095,659.43,0.1149,20000,14,22725,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Early Career
611771,North Carolina,INDIVIDUAL,4 years,Costco Wholesale,B,RENT,"Tuesday, October 12, 2021","Friday, April 16, 2021","Thursday, January 14, 2021",Fully Paid,"Sunday, February 14, 2021",784483,Debt consolidation,B1, 36 months,Verified,44104,0.222,476.16,0.0888,15000,21,17142,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Mid Career
597853,Georgia,INDIVIDUAL,10+ years,Forsyth County Board Of Education,B,RENT,"Sunday, October 10, 2021","Saturday, May 15, 2021","Saturday, November 13, 2021",Fully Paid,"Monday, December 13, 2021",767370,Debt consolidation,B2, 36 months,Verified,56524,0.241,717.65,0.1075,22000,29,25837,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Long Term Employee
600571,Ohio,INDIVIDUAL,10+ years,Clear Channel Communications,B,RENT,"Sunday, October 10, 2021","Tuesday, July 13, 2021","Tuesday, July 13, 2021",Fully Paid,"Friday, August 13, 2021",770804,Debt consolidation,B3, 36 months,Verified,30000,0.022,96.27,0.0962,3000,6,3438,2021,10,October,4,Middle Income,Moderate Interest,Low DTI,Long Term Employee
585675,Virginia,INDIVIDUAL,10+ years,Jim Carpenter,B,RENT,"Sunday, October 10, 2021","Friday, January 15, 2021","Wednesday, October 13, 2021",Fully Paid,"Saturday, November 13, 2021",752467,Debt consolidation,B5, 36 months,Verified,48000,0.203,497.22,0.1186,15000,18,17902,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Long Term Employee
512836,Ohio,INDIVIDUAL,< 1 year,Pnc Bank,B,RENT,"Tuesday, October 5, 2021","Tuesday, April 13, 2021","Thursday, May 13, 2021",Fully Paid,"Sunday, June 13, 2021",662598,Debt consolidation,B1, 36 months,Verified,36100,0.0864,193.27,0.0988,6000,13,6894,2021,10,October,4,Middle Income,Moderate Interest,Low DTI,Long Term Employee
546515,Louisiana,INDIVIDUAL,5 years,Walgreens,C,RENT,"Thursday, October 7, 2021","Friday, April 16, 2021","Thursday, May 13, 2021",Fully Paid,"Sunday, June 13, 2021",704734,Debt consolidation,C3, 36 months,Verified,55000,0.0897,546.69,0.1398,16000,18,19644,2021,10,October,4,Middle Income,High Interest,Low DTI,Mid Career
521780,kentucky,INDIVIDUAL,2 years,University Of Louisville,C,RENT,"Thursday, October 7, 2021","Tuesday, July 13, 2021","Friday, August 13, 2021",Fully Paid,"Monday, September 13, 2021",674807,Debt consolidation,C1, 36 months,Verified,38000,0.0985,405.66,0.1323,12000,12,14605,2021,10,October,4,Middle Income,High Interest,Low DTI,Early Career
610609,Illonois,INDIVIDUAL,< 1 year,Accenture,C,RENT,"Monday, October 11, 2021","Saturday, February 13, 2021","Saturday, March 13, 2021",Fully Paid,"Tuesday, April 13, 2021",783049,Debt consolidation,C2, 36 months,Verified,56496,0.0633,502.6,0.1261,15000,9,17867,2021,10,October,4,Middle Income,High Interest,Low DTI,Long Term Employee
627671,Texas,INDIVIDUAL,< 1 year,Houston Independent School District,C,RENT,"Tuesday, October 12, 2021","Wednesday, December 8, 2021","Wednesday, December 8, 2021",Fully Paid,"Thursday, December 9, 2021",804335,Debt consolidation,C4, 36 months,Verified,31200,0.2485,104.98,0.1335,3100,11,3611,2021,10,October,4,Middle Income,High Interest,High DTI,Long Term Employee
538111,Pennysylvania,INDIVIDUAL,10+ years,Internal Revenue Service,C,RENT,"Wednesday, October 6, 2021","Friday, April 16, 2021","Friday, November 5, 2021",Fully Paid,"Saturday, November 6, 2021",695030,Debt consolidation,C2, 36 months,Verified,42996,0.0832,67.98,0.1361,2000,19,2203,2021,10,October,4,Middle Income,High Interest,Low DTI,Long Term Employee
556565,Massachusetts,INDIVIDUAL,5 years,Arlington Public Schools,C,RENT,"Friday, October 8, 2021","Tuesday, March 16, 2021","Friday, August 13, 2021",Fully Paid,"Monday, September 13, 2021",716666,Debt consolidation,C1, 36 months,Verified,42000,0.2163,67.61,0.1323,2000,29,2434,2021,10,October,4,Middle Income,High Interest,High DTI,Mid Career
631459,Arizona,INDIVIDUAL,5 years,Mountain Vista Medical Center,D,RENT,"Tuesday, October 12, 2021","Monday, December 13, 2021","Thursday, January 14, 2021",Fully Paid,"Sunday, February 14, 2021",808934,Debt consolidation,D1, 36 months,Verified,58000,0.0774,650.21,0.1409,19000,18,23410,2021,10,October,4,Middle Income,High Interest,Low DTI,Mid Career
607486,Florida,INDIVIDUAL,< 1 year,Morgan Stanley Smith Barney,D,RENT,"Monday, October 11, 2021","Sunday, March 14, 2021","Sunday, March 14, 2021",Fully Paid,"Wednesday, April 14, 2021",779311,Debt consolidation,D5, 36 months,Verified,40000,0.2026,83.87,0.1557,2400,10,3128,2021,10,October,4,Middle Income,High Interest,High DTI,Long Term Employee
616605,Massachusetts,INDIVIDUAL,10+ years,Marriott Intl,D,RENT,"Monday, October 11, 2021","Friday, January 15, 2021","Monday, December 13, 2021",Fully Paid,"Thursday, January 13, 2022",790604,Debt consolidation,D1, 36 months,Verified,33996,0.2026,205.33,0.1409,6000,14,7393,2021,10,October,4,Middle Income,High Interest,High DTI,Long Term Employee
509600,New Jersey,INDIVIDUAL,1 year,Compucom,D,RENT,"Monday, October 4, 2021","Friday, November 12, 2021","Friday, November 12, 2021",Fully Paid,"Tuesday, November 1, 2022",657799,Debt consolidation,D4, 36 months,Verified,38004,0,210.07,0.157,6000,11,7174,2021,10,October,4,Middle Income,High Interest,Low DTI,New Employee
553961,New Jersey,INDIVIDUAL,9 years,Pld Associates Inc.,D,RENT,"Thursday, October 7, 2021","Friday, August 13, 2021","Friday, August 13, 2021",Fully Paid,"Monday, September 13, 2021",713690,Debt consolidation,D3, 36 months,Verified,39600,0.0288,209.71,0.1558,6000,6,7550,2021,10,October,4,Middle Income,High Interest,Low DTI,Experienced
499715,Massachusetts,INDIVIDUAL,10+ years,U.S. Fish & Wildlife Service,E,RENT,"Monday, October 4, 2021","Sunday, October 10, 2021","Sunday, October 10, 2021",Fully Paid,"Monday, October 11, 2021",641509,Debt consolidation,E4, 36 months,Verified,58155,0.0621,465.32,0.1756,12950,21,13857,2021,10,October,4,Middle Income,High Interest,Low DTI,Long Term Employee
634415,Arizona,INDIVIDUAL,4 years,Target,E,RENT,"Tuesday, October 12, 2021","Saturday, February 13, 2021","Saturday, February 13, 2021",Fully Paid,"Saturday, March 13, 2021",812735,Debt consolidation,E1, 36 months,Verified,35000,0.2181,224.85,0.1595,6400,12,7909,2021,10,October,4,Middle Income,High Interest,High DTI,Mid Career
552329,Florida,INDIVIDUAL,6 years,The Hartford,C,RENT,"Thursday, October 7, 2021","Friday, April 16, 2021","Friday, August 13, 2021",Fully Paid,"Monday, September 13, 2021",711722,Debt consolidation,C2, 36 months,Verified,51000,0.0788,254.92,0.1361,7500,21,9177,2021,10,October,4,Middle Income,High Interest,Low DTI,Experienced
568181,Florida,INDIVIDUAL,3 years,Bank Of America,B,RENT,"Friday, October 8, 2021","Wednesday, October 13, 2021","Wednesday, October 13, 2021",Fully Paid,"Saturday, November 13, 2021",730953,Debt consolidation,B3, 60 months,Verified,33900,0.21,104.66,0.1112,4800,11,6032,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Early Career
523607,Florida,INDIVIDUAL,5 years,Dade County Public Schools,B,RENT,"Wednesday, October 6, 2021","Monday, November 15, 2021","Sunday, February 14, 2021",Fully Paid,"Sunday, March 14, 2021",677492,Debt consolidation,B5, 60 months,Verified,41000,0.0544,166.31,0.1186,7500,22,9767,2021,10,October,4,Middle Income,Moderate Interest,Low DTI,Mid Career
597681,New Mexico,INDIVIDUAL,8 years,Genzyme Genetics,B,RENT,"Sunday, October 10, 2021","Monday, December 6, 2021","Monday, December 6, 2021",Fully Paid,"Tuesday, December 7, 2021",767154,Debt consolidation,B5, 60 months,Verified,52000,0.2472,341.48,0.1186,18000,25,17973,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Experienced
533289,New Jersey,INDIVIDUAL,9 years,"Francis J. Devito, P.A.",B,RENT,"Wednesday, October 6, 2021","Wednesday, July 14, 2021","Friday, October 8, 2021",Fully Paid,"Saturday, October 9, 2021",689309,Debt consolidation,B4, 60 months,Verified,40000,0.2112,251.21,0.1149,19000,17,11535,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Experienced
530221,Oregon,INDIVIDUAL,5 years,Amerigas,B,RENT,"Thursday, October 7, 2021","Thursday, July 15, 2021","Thursday, July 15, 2021",Fully Paid,"Sunday, August 15, 2021",685616,Debt consolidation,B5, 60 months,Verified,42000,0.21,297.69,0.1186,19750,15,17861,2021,10,October,4,Middle Income,Moderate Interest,High DTI,Mid Career
550734,Massachusetts,INDIVIDUAL,9 years,John Hancock Financial Services,B,RENT,"Friday, October 8, 2021","Friday, April 16, 2021","Monday, December 13, 2021",Fully Paid,"Thursday, January 13, 2022",709842,Debt consolidation,B4, 60 months,Verified,47000,0.085,351.81,0.1149,16000,12,20449,2021,10,October,4,Middle Income,Moderate Interest,Low DTI,Experienced
633398,Louisiana,INDIVIDUAL,10+ years,Golf Cars Of Louisiana,C,RENT,"Tuesday, October 12, 2021","Tuesday, February 16, 2021","Tuesday, June 15, 2021",Fully Paid,"Thursday, July 15, 2021",811469,Debt consolidation,C3, 60 months,Verified,38400,0.2266,329.78,0.1298,14500,37,19689,2021,10,October,4,Middle Income,High Interest,High DTI,Long Term Employee
608801,Washington,INDIVIDUAL,3 years,American Medical Response,C,RENT,"Tuesday, October 12, 2021","Friday, October 15, 2021","Wednesday, September 15, 2021",Fully Paid,"Friday, October 15, 2021",780942,Debt consolidation,C5, 60 months,Verified,44196,0.0437,97.12,0.1372,4200,5,5823,2021,10,October,4,Middle Income,High Interest,Low DTI,Early Career
568194,Pennysylvania,INDIVIDUAL,7 years,Horst Insurance,C,RENT,"Saturday, October 9, 2021","Saturday, January 16, 2021","Sunday, August 15, 2021",Fully Paid,"Wednesday, September 15, 2021",730967,Debt consolidation,C1, 60 months,Verified,57996,0.2193,548.91,0.1323,24000,23,32931,2021,10,October,4,Middle Income,High Interest,High DTI,Experienced
579308,Michigan,INDIVIDUAL,2 years,Veolia Environmental Services,D,RENT,"Saturday, October 9, 2021","Saturday, January 16, 2021","Wednesday, December 1, 2021",Fully Paid,"Thursday, December 2, 2021",744810,Debt consolidation,D4, 60 months,Verified,45000,0.2123,352.84,0.1595,18000,12,17185,2021,10,October,4,Middle Income,High Interest,High DTI,Early Career
527063,Florida,INDIVIDUAL,2 years,Smarthome Designer,D,RENT,"Wednesday, October 6, 2021","Saturday, January 16, 2021","Friday, January 15, 2021",Fully Paid,"Monday, February 15, 2021",681774,Debt consolidation,D4, 60 months,Verified,56000,0.0793,364.38,0.1595,15000,13,21499,2021,10,October,4,Middle Income,High Interest,Low DTI,Early Career
580344,Pennysylvania,INDIVIDUAL,2 years,Advertising Specialty Institute,D,RENT,"Saturday, October 9, 2021","Saturday, May 15, 2021","Saturday, May 15, 2021",Fully Paid,"Tuesday, June 15, 2021",746058,Debt consolidation,D5, 60 months,Verified,30000,0.0984,410.8,0.1632,20400,14,24585,2021,10,October,4,Middle Income,High Interest,Low DTI,Early Career
557249,Maryland,INDIVIDUAL,3 years,Mauck Zantzinger & Associates,D,RENT,"Saturday, October 9, 2021","Friday, October 15, 2021","Wednesday, September 15, 2021",Fully Paid,"Friday, October 15, 2021",717481,Debt consolidation,D3, 60 months,Verified,50000,0.096,481.91,0.1558,20000,18,28915,2021,10,October,4,Middle Income,High Interest,Low DTI,Early Career
595627,Connecticut,INDIVIDUAL,4 years,Espn,D,RENT,"Sunday, October 10, 2021","Friday, October 15, 2021","Friday, October 15, 2021",Fully Paid,"Monday, November 15, 2021",764679,Debt consolidation,D3, 60 months,Verified,53000,0.23,366.26,0.1558,15200,17,21975,2021,10,October,4,Middle Income,High Interest,High DTI,Mid Career
542005,Hawaii,INDIVIDUAL,8 years,Y. Hata  And  Co.  Limited,D,RENT,"Thursday, October 7, 2021","Thursday, July 15, 2021","Thursday, July 15, 2021",Fully Paid,"Sunday, August 15, 2021",699506,Debt consolidation,D2, 60 months,Verified,37000,0.2387,292.78,0.1521,12250,12,17567,2021,10,October,4,Middle Income,High Interest,High DTI,Experienced
560370,Florida,INDIVIDUAL,< 1 year,Pelican Marsh Golf Club,D,RENT,"Friday, October 8, 2021","Saturday, December 11, 2021","Saturday, December 4, 2021",Fully Paid,"Sunday, December 5, 2021",721252,Debt consolidation,D2, 60 months,Verified,41000,0.2192,334.61,0.1521,14000,6,17140,2021,10,October,4,Middle Income,High Interest,High DTI,Long Term Employee
524428,Oregon,INDIVIDUAL,< 1 year,Willamette Ear Nose Throat Fps,D,RENT,"Wednesday, October 6, 2021","Tuesday, December 14, 2021","Tuesday, December 14, 2021",Fully Paid,"Friday, January 14, 2022",678529,Debt consolidation,D3, 60 months,Verified,37200,0.2032,246.98,0.1558,16000,42,14737,2021,10,October,4,Middle Income,High Interest,High DTI,Long Term Employee
601678,Arkansas,INDIVIDUAL,6 years,Gt Management,D,RENT,"Sunday, October 10, 2021","Thursday, October 14, 2021","Thursday, October 14, 2021",Fully Paid,"Sunday, November 14, 2021",772042,Debt consolidation,D3, 60 months,Verified,32000,0.2486,237.01,0.1483,10000,26,13970,2021,10,October,4,Middle Income,High Interest,High DTI,Experienced
627206,Kansas,INDIVIDUAL,< 1 year,Atk,D,RENT,"Tuesday, October 12, 2021","Tuesday, March 16, 2021","Wednesday, December 15, 2021",Fully Paid,"Saturday, January 15, 2022",803700,Debt consolidation,D5, 60 months,Verified,33600,0.0529,96.37,0.1557,4000,8,5781,2021,10,October,4,Middle Income,High Interest,Low DTI,Long Term Employee
579737,Texas,INDIVIDUAL,10+ years,Pepsi,D,RENT,"Saturday, October 9, 2021","Friday, October 15, 2021","Friday, October 15, 2021",Fully Paid,"Monday, November 15, 2021",745333,Debt consolidation,D5, 60 months,Verified,49000,0.0825,97.96,0.1632,4000,20,5877,2021,10,October,4,Middle Income,High Interest,Low DTI,Long Term Employee
584161,Nevada,INDIVIDUAL,8 years,Sprint Communications,E,RENT,"Saturday, October 9, 2021","Saturday, March 13, 2021","Friday, December 10, 2021",Fully Paid,"Saturday, December 11, 2021",750618,Debt consolidation,E3, 60 months,Verified,35000,0.2263,212.12,0.1719,8500,38,10785,2021,10,October,4,Middle Income,High Interest,High DTI,Experienced
